"ID","title","details","credit"
"d0119V1962","Man Breaking Up the Soil","pencil chalk brush and watercolour on paper 437 cm x 301 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0120V1962","Peasant Lifting Potatoes","chalk on paper 302 cm x 227 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0121V1962","Peasant Lifting Potatoes","chalk on paper 225 cm x 321 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0122V1962","Digger","chalk on paper 445 cm x 280 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0123V1962r","Wheatfield with Reaper and Peasant Woman Binding Sheaves","chalk on paper 286 cm x 411 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0123V1962v","Peasant with a Fork","chalk on paper 286 cm x 411 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0124V1962r","People Walking on a Street in the Evening","chalk on paper 101 cm x 168 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0124V1962v","Man on a Bench","pencil pen and ink on paper 101 cm x 168 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0127V1969","Jardin du Luxembourg","pencil on paper 97 cm x 158 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0130V1971","Figures in a Park","pencil chalk on paper 101 cm x 168 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0131V1969","View of Montmartre","chalk pen and brush and ink on paper 101 cm x 168 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0133V1962","Study for Reclining Female Nude","pencil on paper 240 cm x 316 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0134V1962","Woman Walking Her Dog A La Villette","pencil pen and ink chalk on paper 168 cm x 101 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0135V1962r","A Man and a Woman Seen from the Back","chalk pencil on paper 111 cm x 80 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0135V1962v","Sheet of Sketches","pencil chalk on paper 111 cm x 80 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0136V1962r","Torso of Venus","chalk on paper 317 cm x 246 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0137V1962r","Torso of Venus","chalk on paper 321 cm x 246 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0138V1962r","Torso of Venus","chalk on paper 322 cm x 246 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0138V1962v","Male Torso and Study for Portrait of a Woman with Flowers","chalk on paper 246 cm x 322 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0139V1962","Woman Pianist and a Violinist","pencil on paper 136 cm x 209 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0140V1962r","Torso of Venus","chalk pencil on paper 208 cm x 130 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0142V1962r","Study of the Paris Ramparts","pencil on paper 460 cm x 292 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0142V1962v","Study of the Paris Ramparts","pencil on paper 460 cm x 292 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0146V1962","Chair by a Fireplace","pencil chalk on paper 325 cm x 251 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0147V1962","Portrait of Pere Tanguy","pencil on paper 214 cm x 137 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0148V1962","Entrance to the Moulin de la Galette","pencil pen and ink watercolour on paper 316 cm x 240 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0150V1971r","Restaurant Menu","pencil pen and ink on paper 112 cm x 233 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0150V1971v","Shaggy Ink Cap Mushroom","pencil on paper 233 cm x 112 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0151V1962","The Hill of Montmartre","chalk on paper 318 cm x 478 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0152V1962r","Barn Owl Viewed from the Side","pencil pen and ink on paper 353 cm x 262 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0152V1962v","Barn Owl Viewed from the Front","pencil pen and ink on paper 353 cm x 262 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0153V1970","Apartment Blocks and Miscellaneous Studies","pencil on paper 291 cm x 460 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0154V1962","View of Paris with NotreDame and the Pantheon","chalk on paper 227 cm x 302 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0155V1962","View of Paris with the Hotel de Ville and the Tour SaintJacques","chalk on paper 244 cm x 316 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0156V1962r","Feet","chalk on paper 321 cm x 463 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0156V1962v","Park View","chalk on paper 321 cm x 463 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0157V1962","Standing Man Seen from the Back","charcoal pencil lithographic crayon on paper 508 cm x 394 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0158V1962","Torso of Venus","charcoal pencil on paper 489 cm x 318 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0159V1962r","Torso of Venus","chalk on paper 475 cm x 315 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0159V1962v","Venus","pencil on paper 475 cm x 315 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0160V1962v","Idol and Sketches of Venus","chalk on paper 473 cm x 352 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0161V1962","Houses in Les SaintesMariesdelaMer","pencil reed pen and brush and ink on paper 302 cm x 474 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0162V1962","Beach at Les SaintesMariesdelaMer","pencil pen and reed pen and ink on paper 310 cm x 475 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0163V1962","Montmajour","pencil pen and reed pen brush and ink on paper 481 cm x 314 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0164V1962","The Ruins of Montmajour","pencil reed pen and pen and brush and ink on paper 313 cm x 478 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0165V1962","Seated Woman","pencil on paper 314 cm x 249 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0166V1962r","Landscape with Hut","pencil pen and reed pen and ink on paper 348 cm x 257 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0166V1962v","Avenue in a Park","chalk pen and ink on paper 257 cm x 348 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0167V1962","Heath","pencil reed pen and ink on paper 313 cm x 481 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0168V1962","Landscape with Path and Pollard Willows","pencil pen and reed pen and ink on paper 258 cm x 347 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0169V1962r","Bust of a Young Warrior","charcoal chalk on paper 617 cm x 482 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0169V1962v","Seated Male Nude Seen from the Back","chalk on paper 617 cm x 482 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0172V1962","Reaper","chalk on paper 448 cm x 564 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0173V1962r","Reaper","chalk on paper 563 cm x 443 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0173V1962v","Stooks and a Mill","chalk on paper 443 cm x 563 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0174V1967","Old Woman with a Shawl and a Walking Stick","pencil pen and ink watercolour on paper 574 cm x 320 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0175V1962","Garden of a Bathhouse","pencil reed pen and brush and ink on paper 607 cm x 492 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0176V1962","Vestibule in the Asylum","chalk brush and oil paint on paper 616 cm x 471 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0177V1962","Wild Vegetation","reed pen and pen and brush and ink on paper 471 cm x 624 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0178V1962","Peasant Woman Binding Sheaves","chalk on paper 563 cm x 445 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0179V1962","Digger in a Potato Field February","chalk on paper 545 cm x 424 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0180V1962r","Torso of Venus","chalk on paper 611 cm x 455 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0180V1962v","Torso of Venus","chalk on paper 611 cm x 455 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0181V1962","Woodcutter","chalk on paper 450 cm x 555 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0182V1962","View of Scheveningen","pencil watercolour on paper 431 cm x 597 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0183V1962","Old Man with a Top Hat","pencil lithographic crayon pen and brush and ink on paper 600 cm x 360 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0185V1962","Giant Peacock Moth","chalk pen and brush and ink on paper 163 cm x 242 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0186V1962r","Winter Landscape with Walking Figures","pencil on paper 238 cm x 319 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0186V1962v","Field with Sower","pencil on paper 238 cm x 319 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0187V1962r","Studies of a Sower and of a Hand","chalk pencil on paper 239 cm x 319 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0187V1962v","Sketches of Figures and Studies of a Hand","chalk on paper 239 cm x 319 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0188V1962r","Landscape with Figures Pushing Wheelbarrows","pencil on paper 238 cm x 319 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0188V1962v","Studies of Working Figures","pencil on paper 238 cm x 318 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0189V1962r","Figures by the Fireplace","chalk on paper 238 cm x 316 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0189V1962v","Studies of a Hand and a Digger","pencil on paper 238 cm x 316 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0190V1962r","Standing Male Nude and Sitting Figure after Bargue","pencil on paper 443 cm x 273 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0190V1962v","Interior with Tables and Chairs and a Sketch of The Bedroom","pencil on paper 273 cm x 443 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0191V1969","Chair by a Fireplace","pencil chalk on paper 325 cm x 249 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0192V1962r","Chair","chalk on paper 330 cm x 247 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0192V1962v","Study of Horses and Peasants","chalk on paper 330 cm x 247 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0193V1962","The Park and Pond in Front of the Yellow House","pencil pen and reed pen and ink on paper 320 cm x 501 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0194V1969","The Walled Wheatfield","pencil on paper 249 cm x 323 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0195V1962r","Carriage and Figures on a Road","chalk on paper 282 cm x 239 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0195V1962v","Peasant Digging","chalk on paper 282 cm x 239 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0196V1962r","Sketch of Pine Trees","chalk on paper 242 cm x 326 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0196V1962v","Four Men on a Road","pencil on paper 242 cm x 326 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0197V1962r","Winter Landscape with Working Figures","chalk on paper 315 cm x 238 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0197V1962v","Landscape with Cypresses and Studies of Figures","chalk on paper 238 cm x 323 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0198V1962r","Sketches of Figures Seated at a Table","pencil on paper 319 cm x 239 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0198V1962v","Sketches of Sitting Figures","pencil on paper 319 cm x 239 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0199V1971r","Figures on the Beach and a Plate Bowl and Spoon","pencil chalk on paper 478 cm x 288 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0199V1971v","Figures on the Beach","pencil chalk on paper 288 cm x 478 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0200V1962r","Studies of a Hand","chalk on paper 238 cm x 318 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0200V1962v","Studies of a Dead Sparrow","chalk on paper 238 cm x 318 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0201V1971r","Egyptian Head and Figure Study","chalk on paper 314 cm x 239 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0201V1971v","Egyptian Head","chalk on paper 314 cm x 239 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0202V1962","Two Sowers","pencil on paper 317 cm x 212 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0203V1962","Head of a Woman","pencil lithographic crayon on paper 476 cm x 263 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0204V1962","Woman Cutting Bread","chalk pen and ink on paper 299 cm x 226 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0205V1962r","Four Swifts with Landscape Sketches","pencil pen and ink chalk on paper 269 cm x 352 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0205V1962v","Swift","pencil on paper 269 cm x 352 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0206V1962","The Grote Markt","chalk watercolour on paper 226 cm x 301 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0207V1962","Woman by a Hearth","chalk or charcoal watercolour on paper 349 cm x 448 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0208V1962","Blossoming PeachTrees","chalk watercolour on paper 454 cm x 307 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0209V1969r","Chestnut Leaf with Pod and Landscape with Cypresses","chalk pencil on paper 238 cm x 638 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0209V1969v","View of SaintRemy and Sketches of a Perspective Frame","pencil on paper 238 cm x 638 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0210V1962r","Landscape with Peasants Reaping","crayon on paper 238 cm x 312 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0210V1962v","Landscape with Peasant Women Harvesting","crayon on paper 238 cm x 312 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0211V1971r","Pine Cone","chalk on paper 316 cm x 238 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0211V1971v","Studies of a Hand","chalk on paper 238 cm x 316 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0212V1962r","Horse and Carriage","pencil on paper 269 cm x 437 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0212V1962v","Sitting Male Nude after Bargue","pencil on paper 437 cm x 269 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0213V1962","Periwinkle","pencil chalk brush and ink on paper 476 cm x 400 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0214V1962r","Peasant Woman Working the Land","chalk on paper 305 cm x 239 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0214V1962v","Two Peasant Women in a Field","chalk on paper 239 cm x 305 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0215V1969","Landscape with River","pencil on paper 238 cm x 307 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0216V1971","Landscape with the River Oise","pencil on paper 237 cm x 309 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0217V1971r","Sketches of Animals and Children","pencil on paper 208 cm x 473 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0217V1971v","Sketches of Women Doing the Washing","pencil on paper 208 cm x 473 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0218V1971r","Egyptian Head","chalk on paper 314 cm x 238 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0218V1971v","Peasant with a Scythe","chalk on paper 314 cm x 238 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0219V1962","Landscape with Houses and Woman with a Spade","pencil on paper 445 cm x 275 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0220V1962r","DeadEnd Street with Houses","pencil pen and ink on paper 450 cm x 556 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0221V1962v","Village Street","chalk on paper 310 cm x 237 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0223V1962","Trees in the Garden of the Asylum","pencil reed pen and ink on paper 472 cm x 615 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0224V1962","Olive Grove","brush and ink on paper 498 cm x 649 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0225V1962","Olive Trees with the Alpilles in the Background","chalk brush and ink on paper 499 cm x 651 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0226V1962","Stone Bench in the Garden of the Asylum","chalk brush and oil paint and ink on paper 373 cm x 618 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0227V1962","Field with Sheaves of Wheat","chalk brush and ink on paper 475 cm x 628 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0228V1962","Gardens on Montmartre and the BluteFin Windmill","pencil chalk on paper 398 cm x 538 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0229V1962r","Landscape with Houses and Two Diggers","pencil chalk on paper 235 cm x 320 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0229V1962v","Interior with Five Figures Around a Table","pencil on paper 232 cm x 320 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0230V1962","Pine Trees Along a Path","chalk on paper 205 cm x 298 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0231V1974r","Couple with Child Walking in the Rain","pencil on paper 244 cm x 253 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0231V1974v","Interior with Three Figures at a Table","pencil on paper 253 cm x 244 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0232V1962","Pine Trees and Wall in the Garden of the Asylum","pencil chalk on paper 302 cm x 202 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0233V1962","Study of a Tree Trunk and Clouds","pencil on paper 247 cm x 327 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0234V1962","Cloud Study","pencil on paper 253 cm x 326 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0235V1962r","Winter Landscape with Couple Walking","pencil on paper 244 cm x 320 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0235V1962v","Interior with Two Figures Eating","pencil on paper 244 cm x 320 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0236V1962r","Two Men on a Road","chalk on paper 237 cm x 281 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0236V1962v","Two Peasant Women Digging","chalk on paper 237 cm x 281 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0237V1962r","Winter Landscape with Figures","pencil on paper 239 cm x 319 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0237V1962v","Landscape with Houses and Two Men with Spades","pencil on paper 239 cm x 319 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0238V1962r","Couple Walking Down a Road","pencil on paper 244 cm x 253 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0238V1962v","Three Figures Eating","pencil on paper 244 cm x 253 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0239V1971r","Egyptian Head and Figure Study","chalk on paper 314 cm x 239 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0239V1971v","Stooping Man","chalk on paper 314 cm x 239 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0240V1962r","Three Men Shouldering Spades on a Road in the Rain","pencil on paper 318 cm x 239 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0240V1962v","Landscape with a House and Two Men","pencil on paper 239 cm x 318 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0241V1962r","Studies of Figures","pencil on paper 239 cm x 317 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0241V1962v","Studies of Figures Working and Eating","pencil on paper 239 cm x 317 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0242V1962r","Studies of Diggers","chalk on paper 238 cm x 319 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0242V1962v","Farmhouses and Studies of Diggers","chalk on paper 238 cm x 319 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0243V1969r","Sketch of a Woman Seated at a Table and a Woman Standing","pencil on paper 230 cm x 71 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0243V1969v","Sketches of a Man Working and a Horse","pencil on paper 230 cm x 71 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0244V1969r","Sketches of a Man and of a Woman on a Road","pencil on paper 242 cm x 70 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0244V1969v","Sketch of Women Doing the Washing","pencil on paper 242 cm x 70 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0245V1962r","Studies of a Foot","chalk on paper 328 cm x 247 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0245V1962v","Study of Horses and a Peasant","chalk on paper 247 cm x 328 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0246V1962","Studies of a Hand","chalk on paper 236 cm x 321 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0247V1962","Study of a Hand","pencil chalk on paper 308 cm x 242 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0248V1969r","Sketches of a Horse with Covered Wagon and of a Baby in a Pram","pencil on paper 213 cm x 473 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0248V1969v","Sketch of Women Working","pencil on paper 213 cm x 475 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0249V1969r","Egyptian Head","chalk on paper 314 cm x 238 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0249V1969v","Egyptian Head","chalk on paper 314 cm x 238 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0250V1962r","Chair and Study of a Hand","chalk on paper 311 cm x 238 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0250V1962v","Mountain Landscape Behind the Walled Wheatfield","chalk on paper 312 cm x 238 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0251V1969","The Walled Wheatfield","pencil on paper 254 cm x 327 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0252V1969","The Walled Wheatfield","pencil on paper 249 cm x 329 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0253V1971","The Walled Wheatfield","pencil on paper 252 cm x 328 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0254V1962","The Walled Wheatfield with Pruned Tree","pencil on paper 233 cm x 324 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0255V1962","Pine Trees and Wall in the Garden of the Asylum","pencil on paper 201 cm x 296 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0256V1962","Pine Trees and Wall in the Garden of the Asylum","pencil on paper 215 cm x 302 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0257V1971","Pine Trees and Wall in the Garden of the Asylum","chalk on paper 330 cm x 247 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
"d0258V1962","Road with Trees","chalk on paper 248 cm x 324 cm","Credits obliged to state Van Gogh Museum Amsterdam Vincent van Gogh Foundation"
